well_location	ncgc_id	smiles	MW	iupac	XLogP	monoisotopic_mass	formula	compound_name	Platenumber	WellNumber	WellLetter	plate_id	mixed_location_plate
A8	NCGC00169848-02	CC1OC(OCC2OC(OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC=C(O)C=C5)C(OC6OC(C)C(O)C(O)C6O)C(O)C2O)C(O)C(O)C1O	740.7	3-[4,5-dihydroxy-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	-2.0	740.216		NCGC00169848-02	9	8	A	03P	03P_A8
A8	NCGC00179920-02	C[C@@H]1O[C@@H](O[C@@H]2[C@@H]3O[C@]3(CO)[C@@H]4[C@H]2C=CO[C@H]4O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](OC(=O)\C=C\C6=CC=CC=C6)[C@H](OC(=O)\C=C\C7=CC=CC=C7)[C@H]1O	768.8	[(2S,3R,4R,5S,6S)-2-[[(1aS,1bS,2S,5aR,6S,6aS)-1a-(hydroxymethyl)-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,5a,6,6a-tetrahydro-1bH-oxireno[5,6]cyclopenta[1,3-c]pyran-6-yl]oxy]-5-hydroxy-6-methyl-3-[(E)-3-phenylprop-2-enoyl]oxyoxan-4-yl] (E)-3-phenylprop-2-enoate	1.0	768.263		NCGC00179920-02	9	8	A	03P	03P_A8
A8	NCGC00380669-01	COC1=CC(CC=C)=CC(OC)=C1OC(C)C(O)C2=CC(OC)=C(OC)C(OC)=C2	418.5	2-(2,6-dimethoxy-4-prop-2-enylphenoxy)-1-(3,4,5-trimethoxyphenyl)propan-1-ol	4.1	418.199		NCGC00380669-01	9	8	A	03P	03P_A8
A8	NCGC00380671-01	CC1=CC(=O)C2=C(O)C3=C(O[C@@H](C3)C(C)(C)O)C=C2O1	276.3	(2S)-4-hydroxy-2-(2-hydroxypropan-2-yl)-7-methyl-2,3-dihydrofuro[3,2-g]chromen-5-one	2.1	276.1		NCGC00380671-01	9	8	A	03P	03P_A8
A8	NCGC00380898-01	CCCCC\C=C\C(CCCCCCC\C=C\C=C\C(=O)N1CCCCC1)OO	405.6	(2E,4E,14E)-13-hydroperoxy-1-piperidin-1-ylicosa-2,4,14-trien-1-one	7.1	405.324		NCGC00380898-01	9	8	A	03P	03P_A8
A8	NCGC00380923-01	OCC1OC(C(O)C(O)C1O)C2=C(O)C=C(C=C2O)C3C(OC(C3C4=CC(O)=C(C5OC(CO)C(O)C(O)C5O)C(O)=C4)C6=CC=C(O)C=C6)C7=CC=C(O)C=C7	796.8	2-[4-[4-[3,5-dihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]phenyl]-2,5-bis(4-hydroxyphenyl)oxolan-3-yl]-2,6-dihydroxyphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol	-0.6	796.258		NCGC00380923-01	9	8	A	03P	03P_A8
A9	NCGC00168890-02	COC1=C(OC)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C3OC(=O)C=CC3=C1	384.3	6,7-dimethoxy-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	-0.3	384.106		NCGC00168890-02	9	9	A	03P	03P_A9
A9	NCGC00169437-02	COC1=CC2=C(C(OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)=C1)C(=CC(=O)O2)C5=CC(O)=C(O)C=C5	594.5	5-[6-[[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-4-(3,4-dihydroxyphenyl)-7-methoxychromen-2-one	-1.6	594.158		NCGC00169437-02	9	9	A	03P	03P_A9
A9	NCGC00180079-02	COC1=C(O)C=CC(CCC(O)CC(=O)CCC2=CC=C(O)C=C2)=C1	344.4	5-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-(4-hydroxyphenyl)heptan-3-one	2.7	344.162		NCGC00180079-02	9	9	A	03P	03P_A9
A9	NCGC00380672-01	CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C(C(CC(O)=O)C3(C)C(=O)CC12C)C(C)(C)C(O)=O	592.7	2-[3-(6-acetyloxy-2-hydroxy-6-methyl-3-oxoheptan-2-yl)-6-(carboxymethyl)-2-hydroxy-3a,5a,9b-trimethyl-5-oxo-2,3,4,6,9,9a-hexahydro-1H-cyclopenta[a]naphthalen-7-yl]-2-methylpropanoic acid	2.4	592.325		NCGC00380672-01	9	9	A	03P	03P_A9
A9	NCGC00380673-01	COC1=C(O)C=CC(=C1)C(O)C(C)OC2=C(OC)C=C(C=C2)\C=C\C	344.4	4-[1-hydroxy-2-[2-methoxy-4-[(E)-prop-1-enyl]phenoxy]propyl]-2-methoxyphenol	3.8	344.162		NCGC00380673-01	9	9	A	03P	03P_A9
A9	NCGC00380674-01	CC1OC(OC2C(C)OC(OC3C(C)OC(C(O)C3O)C4=C(O)C=C(OC5OC(CO)C(O)C5O)C(C(=O)CCC6=CC=C(O)C=C6)=C4O)C(O)C2OC(=O)\C=C\C7=CC=C(O)C=C7)C(O)C(O)C1OC(C)=O	1033.0	[5-(5-acetyloxy-3,4-dihydroxy-6-methyloxan-2-yl)oxy-2-[6-[4-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2,6-dihydroxy-3-[3-(4-hydroxyphenyl)propanoyl]phenyl]-4,5-dihydroxy-2-methyloxan-3-yl]oxy-3-hydroxy-6-methyloxan-4-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate	0.2	1032.347		NCGC00380674-01	9	9	A	03P	03P_A9
A9	NCGC00380675-01	COC1=C(OC)C=C(\C=C\C(=O)OC[C@H]2O[C@@H](OC(CCC3=CC(O)=C(O)C=C3)CC(=O)CCC4=CC=C(O)C(O)=C4)[C@H](O)[C@@H](O)[C@@H]2O)C=C1	698.7	[(2R,3S,4S,5R,6R)-6-[1,7-bis(3,4-dihydroxyphenyl)-5-oxoheptan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(3,4-dimethoxyphenyl)prop-2-enoate	2.5	698.257		NCGC00380675-01	9	9	A	03P	03P_A9
A10	NCGC00179724-02	COC1=C(CO)C(CO)=CC(OCC=C(C)C)=C1C	266.3	[2-(hydroxymethyl)-3-methoxy-4-methyl-5-(3-methylbut-2-enoxy)phenyl]methanol	2.0	266.152		NCGC00179724-02	9	10	A	03P	03P_A10
A10	NCGC00180484-02	C\C=C\C=C\C(=O)C1=C(O)C(C)=C(O)C(C)=C1	232.3	(2E,4E)-1-(2,4-dihydroxy-3,5-dimethylphenyl)hexa-2,4-dien-1-one	3.6	232.11		NCGC00180484-02	9	10	A	03P	03P_A10
A10	NCGC00380677-01	COC1=C(O)C=CC(=C1)C2CC(=O)C3=C(O)C(CC=C(C)C)=C(O)C=C3O2	370.4	5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one	4.3	370.142		NCGC00380677-01	9	10	A	03P	03P_A10
A10	NCGC00380679-01	COC1=C(C=C2C=CC(=O)OC2=C1)C(OC(=O)C=C(C)C)C(O)C(C)(C)O	376.4	[2,3-dihydroxy-1-(7-methoxy-2-oxochromen-6-yl)-3-methylbutyl] 3-methylbut-2-enoate	2.4	376.152		NCGC00380679-01	9	10	A	03P	03P_A10
A10	NCGC00380679-01	COC1=C(C=C2C=CC(=O)OC2=C1)C(OC(=O)C=C(C)C)C(O)C(C)(C)O	376.4	[2,3-dihydroxy-1-(7-methoxy-2-oxochromen-6-yl)-3-methylbutyl] 3-methylbut-2-enoate	2.4	376.152		NCGC00380679-01	9	10	A	03P	03P_A10
A10	NCGC00380680-01	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@@H](CO)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)=C(OC3=C2)C6=CC=C(O)C=C6)[C@H](O)[C@H](O)[C@H]1O	726.6	5-hydroxy-3-[(2S,3R,4R,5S)-3-hydroxy-5-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]oxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one	-2.1	726.201		NCGC00380680-01	9	10	A	03P	03P_A10
A10	NCGC00380681-01	CCC(O)CCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	280.3	(2R,3R,4S,5S,6R)-2-(4-hydroxyhexoxy)-6-(hydroxymethyl)oxane-3,4,5-triol	-1.1	280.152		NCGC00380681-01	9	10	A	03P	03P_A10
A10	NCGC00380696-01	CC1=C2C=C(CO)OC(=O)C2=CC(O)=C1	206.2	7-hydroxy-3-(hydroxymethyl)-5-methylisochromen-1-one	1.0	206.058		NCGC00380696-01	9	10	A	03P	03P_A10
A11	NCGC00179902-03	CC(C)=CCCC(C)(O)C1CC2=C(O1)C(CC=C(C)C)=CC(=C2)C(O)=O	358.5	2-(2-hydroxy-6-methylhept-5-en-2-yl)-7-(3-methylbut-2-enyl)-2,3-dihydro-1-benzofuran-5-carboxylic acid	5.3	358.214		NCGC00179902-03	9	11	A	03P	03P_A11
A11	NCGC00180442-02	C[C@H](O)C1=NC2=C(C=CC=C2)C(=O)N1	190.2	2-[(1S)-1-hydroxyethyl]-1H-quinazolin-4-one	0.9	190.074		NCGC00180442-02	9	11	A	03P	03P_A11
A11	NCGC00180754-02	C[C@](OC(=O)\C=C\C1=CC(O)=C(O)C=C1)([C@@H](O)CO)C(O)=O	312.3	(2S,3S)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3,4-dihydroxy-2-methylbutanoic acid	0.0	312.085		NCGC00180754-02	9	11	A	03P	03P_A11
A11	NCGC00180790-02	CC(OC1OC(CO)C(O)C(O)C1O)\C=C\C2(O)C(C)CC(=O)CC2(C)C	388.5	4-hydroxy-3,3,5-trimethyl-4-[(E)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]cyclohexan-1-one	-0.7	388.21		NCGC00180790-02	9	11	A	03P	03P_A11
A11	NCGC00347542-02	COC1=CC=C(C=C1OC)C2OC(C(C)C2C)C3=CC=C(O)C=C3	328.4	4-[5-(3,4-dimethoxyphenyl)-3,4-dimethyloxolan-2-yl]phenol	4.1	328.167		NCGC00347542-02	9	11	A	03P	03P_A11
A11	NCGC00380685-01	COC(=O)CC1=C(C=C(O)C(O)=C1O)C(=O)O[C@H]2[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)O[C@H](COC(=O)C4=CC(O)=C(O)C(O)=C4)[C@@H](O)[C@@H]2OC(=O)C5=CC(O)=C(O)C(O)=C5	860.6	[(2S,3R,4S,5R,6R)-5-hydroxy-2,4-bis[(3,4,5-trihydroxybenzoyl)oxy]-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]oxan-3-yl] 3,4,5-trihydroxy-2-(2-methoxy-2-oxoethyl)benzoate	1.3	860.128		NCGC00380685-01	9	11	A	03P	03P_A11
A12	NCGC00169170-02	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H]3[C@@H](O)[C@H](C)O[C@@H](OC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	1085.2	(2R,3R,4R,5R,6S)-2-[[(2R,3S,4S,5R,6S)-6-[(2R,3R,4R,5S,6S)-2-[(2E,6E,10E)-14-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2,6,10,14-tetramethylhexadeca-2,6,10,15-tetraenoxy]-3,5-dihydroxy-6-methyloxan-4-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-methyloxane-3,4,5-triol	-2.3	1084.53		NCGC00169170-02	9	12	A	03P	03P_A12
A12	NCGC00179907-02	CC(C)C1=CC(O)=C(C)C(=C1O)C2=C(C)C(O)=CC(C(C)C)=C2O	330.4	3-(2,5-dihydroxy-6-methyl-3-propan-2-ylphenyl)-2-methyl-5-propan-2-ylbenzene-1,4-diol	5.1	330.183		NCGC00179907-02	9	12	A	03P	03P_A12
A12	NCGC00180516-04	COC1=C(O)C=CC(=C1)C2OC(C3=CC(OC)=C(O)C=C3)C(C)(O)C2C	360.4	2,5-bis(4-hydroxy-3-methoxyphenyl)-3,4-dimethyloxolan-3-ol	2.5	360.157		NCGC00180516-04	9	12	A	03P	03P_A12
A12	NCGC00180516-04	COC1=C(O)C=CC(=C1)C2OC(C3=CC(OC)=C(O)C=C3)C(C)(O)C2C	360.4	2,5-bis(4-hydroxy-3-methoxyphenyl)-3,4-dimethyloxolan-3-ol	2.5	360.157		NCGC00180516-04	9	12	A	03P	03P_A12
A12	NCGC00180529-03	CC(C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C1=O)C(C)C)C(C)C	639.8	(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone	6.5	639.409		NCGC00180529-03	9	12	A	03P	03P_A12
A12	NCGC00380699-01	CC(CC(O)C(O)C(C)(C)O)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC6OC(CO)C(O)C(O)C6O	684.9		2.6	684.408		NCGC00380699-01	9	12	A	03P	03P_A12
A12	NCGC00380723-01	COC1=CC(=CC(OC)=C1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4C5=CC(OC)=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(OC)=C5	742.7	(2S,3R,4S,5S,6R)-2-[4-[(3S,3aR,6S,6aR)-6-[3,5-dimethoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	-1.4	742.268		NCGC00380723-01	9	12	A	03P	03P_A12
C2	NCGC00246211-02	CCCCCC(=O)CC1=C2C(OC3=C(CCCCC)C(C(O)=O)=C(O)C=C3OC2=O)=CC(O)=C1	470.5	3,9-dihydroxy-6-oxo-7-(2-oxoheptyl)-1-pentylbenzo[b][1,4]benzodioxepine-2-carboxylic acid	6.3	470.194		NCGC00246211-02	10	2	C	03P	03P_C2
C2	NCGC00347413-02	CC(C)=CCC1=C(O)C=C2OC3=CC(O)=C(O)C(CC=C(C)C)=C3C(=O)C2=C1O	396.4	1,3,6,7-tetrahydroxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one	5.9	396.157		NCGC00347413-02	10	2	C	03P	03P_C2
C2	NCGC00347743-02	COC1=CC(\C=C\C)=CC2=C1OC(C2C)C3=CC(OC)=C4OCOC4=C3	354.4	4-methoxy-6-[7-methoxy-3-methyl-5-[(E)-prop-1-enyl]-2,3-dihydro-1-benzofuran-2-yl]-1,3-benzodioxole	4.5	354.147		NCGC00347743-02	10	2	C	03P	03P_C2
C2	NCGC00347762-02	O=C1NC(CC2=CC=CC=C2)C(=O)NC1CC3=CNC4=CC=CC=C34	333.4	3-benzyl-6-(1H-indol-3-ylmethyl)piperazine-2,5-dione	2.8	333.148		NCGC00347762-02	10	2	C	03P	03P_C2
C2	NCGC00384769-01	CC(C)C1C2=C(O)C=C(O)C(C(=O)C(C)C)=C2OC3=C1C(=O)C(C)(C)C(=O)C3(C)C	414.5	6,8-dihydroxy-2,2,4,4-tetramethyl-5-(2-methylpropanoyl)-9-propan-2-yl-9H-xanthene-1,3-dione	5.0	414.204		NCGC00384769-01	10	2	C	03P	03P_C2
C2	NCGC00384781-01	CC1(CC(OC(=O)C(=C)C(O)CO)C(C(O)C1C(=C)CO)C(=C)C(O)=O)C=C	396.4	2-[6-(3,4-dihydroxy-2-methylidenebutanoyl)oxy-4-ethenyl-2-hydroxy-3-(3-hydroxyprop-1-en-2-yl)-4-methylcyclohexyl]prop-2-enoic acid	0.7	396.178		NCGC00384781-01	10	2	C	03P	03P_C2
C2	NCGC00384784-01	OC(CCC1=CC=C(O)C=C1)CC(=O)CCC2=CC=C(O)C=C2	314.4	5-hydroxy-1,7-bis(4-hydroxyphenyl)heptan-3-one	2.8	314.152		NCGC00384784-01	10	2	C	03P	03P_C2
C3	NCGC00179757-02	O[C@@H]1[C@@H](COC(=O)C2=CC=C(O)C=C2)O[C@@H](OC3=CC=C(O)C=C3)[C@H](O)[C@H]1O	392.4	[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(4-hydroxyphenoxy)oxan-2-yl]methyl 4-hydroxybenzoate	0.6	392.111		NCGC00179757-02	10	3	C	03P	03P_C3
C3	NCGC00347366-02	CC(C)CC(C1=C(O)C(C=O)=C(O)C(C=O)=C1O)C2(C)CCC3C2C4C(CCC3(C)O)C4(C)C	472.6	2,4,6-trihydroxy-5-[1-(4-hydroxy-1,1,4,7-tetramethyl-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-yl)-3-methylbutyl]benzene-1,3-dicarbaldehyde	6.2	472.282		NCGC00347366-02	10	3	C	03P	03P_C3
C3	NCGC00347366-02	CC(C)CC(C1=C(O)C(C=O)=C(O)C(C=O)=C1O)C2(C)CCC3C2C4C(CCC3(C)O)C4(C)C	472.6	2,4,6-trihydroxy-5-[1-(4-hydroxy-1,1,4,7-tetramethyl-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-yl)-3-methylbutyl]benzene-1,3-dicarbaldehyde	6.2	472.282		NCGC00347366-02	10	3	C	03P	03P_C3
C3	NCGC00347875-02	CC(C)=CCC1=C(O)C(CC=C(C)C)=C(O)C=C1CCC2=CC=CC=C2	350.5	2,4-bis(3-methylbut-2-enyl)-5-(2-phenylethyl)benzene-1,3-diol	7.3	350.225		NCGC00347875-02	10	3	C	03P	03P_C3
C3	NCGC00384764-01	OC[C@@H]1O[C@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC=C(O)C=C4)[C@@H](O)[C@@H]1O	418.4	3-[(2R,3S,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	1.3	418.09		NCGC00384764-01	10	3	C	03P	03P_C3
C3	NCGC00384771-01	CC(C)=CC1(O)C(O[C@@H]2O[C@H](COC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)C(=O)C(C)(C)C1=O	568.6	[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-hydroxy-4,4,6,6-tetramethyl-2-(2-methylprop-1-enyl)-3,5-dioxocyclohexyl]oxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	0.8	568.216		NCGC00384771-01	10	3	C	03P	03P_C3
C3	NCGC00384775-01	COC1=C(O)C=CC(\C=C\C(=O)O[C@H](C(O)=O)[C@](O)(CC2=CC(O)=C(O)C=C2)C(O)=O)=C1	448.4	(2R,3S)-2-[(3,4-dihydroxyphenyl)methyl]-2-hydroxy-3-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxybutanedioic acid	1.5	448.101		NCGC00384775-01	10	3	C	03P	03P_C3
C3	NCGC00384776-01	OC1C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C5=CC=C(O)C=C5)C(O)C1O	600.5	[6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	1.3	600.112		NCGC00384776-01	10	3	C	03P	03P_C3
C3	NCGC00384777-01	COC1=CC(\C=C\C(O)=O)=CC2=C1OC(C2CO)C3=CC=C(O)C(OC)=C3	372.4	(E)-3-[2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-7-methoxy-2,3-dihydro-1-benzofuran-5-yl]prop-2-enoic acid	2.1	372.121		NCGC00384777-01	10	3	C	03P	03P_C3
C4	NCGC00169323-02	CC(C)=CCC1=C2O[C@@H]([C@@H](O)C(=O)C2=C(O)C=C1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C4=CC=C(O)C=C4	518.5	(2R,3R)-3,5-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one	2.0	518.179		NCGC00169323-02	10	4	C	03P	03P_C4
C4	NCGC00169631-03	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=C(O)C3=C(O[C@@H](CC3=O)C4=CC=C(O)C=C4)C=C2O	434.4	(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one	-0.1	434.121		NCGC00169631-03	10	4	C	03P	03P_C4
C4	NCGC00169643-02	C[C@H]1OC(=O)C2=C([C@H]1O)C(O)=CC=C2O	210.2	(3R,4R)-4,5,8-trihydroxy-3-methyl-3,4-dihydroisochromen-1-one	1.0	210.053		NCGC00169643-02	10	4	C	03P	03P_C4
C4	NCGC00169787-02	COC1=CC2=C(C=C1O)C(C(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(CO)C2)C4=CC(OC)=C(O)C=C4	522.5	(2R,3R,4S,5S,6R)-2-[[7-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-6-methoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	0.5	522.21		NCGC00169787-02	10	4	C	03P	03P_C4
C4	NCGC00347794-02	COC1=CC2=C(C=C1O)[C@@H]([C@@H](CO)[C@H](CO)C2)C3=CC=C(O)C(O)=C3	346.4	4-[(1S,2R,3R)-7-hydroxy-2,3-bis(hydroxymethyl)-6-methoxy-1,2,3,4-tetrahydronaphthalen-1-yl]benzene-1,2-diol	1.7	346.142		NCGC00347794-02	10	4	C	03P	03P_C4
C4	NCGC00384722-02	COC1=C(O)C=C(C=C1)C2CC(=O)C3=C(O)C=C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C=C3O2	610.6	5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-2,3-dihydrochromen-4-one	-1.1	610.19		NCGC00384722-02	10	4	C	03P	03P_C4
C4	NCGC00384722-02	COC1=C(O)C=C(C=C1)C2CC(=O)C3=C(O)C=C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C=C3O2	610.6	5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-2,3-dihydrochromen-4-one	-1.1	610.19		NCGC00384722-02	10	4	C	03P	03P_C4
C4	NCGC00385300-01	CC(C)CCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(CC2=CC=C(O)C=C2)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)N3CCCC3C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)N1	1057.2	3-[6,12,22-tris(2-amino-2-oxoethyl)-19-(hydroxymethyl)-9-[(4-hydroxyphenyl)methyl]-16-(10-methylundecyl)-2,5,8,11,14,18,21,24-octaoxo-1,4,7,10,13,17,20,23-octazabicyclo[23.3.0]octacosan-3-yl]propanamide	-1.3	1056.56		NCGC00385300-01	10	4	C	03P	03P_C4
C4	NCGC00385303-01	COC1=CC(=CC(OC)=C1O)[C@@H]2OCC3C2CO[C@@H]3C4=CC(OC)=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]6OC[C@](O)(CO)[C@H]6O)C(OC)=C4	712.7	(2R,3S,4S,5R,6S)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-6-[4-[(3R,6S)-3-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2,6-dimethoxyphenoxy]-2-(hydroxymethyl)oxane-3,4-diol	-0.8	712.258		NCGC00385303-01	10	4	C	03P	03P_C4
C5	NCGC00169163-02	COC1=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C3OC(=CC(=O)C3=C1O)C4=CC=C(O)C=C4	476.4	(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-6-methoxy-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid	1.1	476.095		NCGC00169163-02	10	5	C	03P	03P_C5
C5	NCGC00169744-02	COC1=C2C(=O)C[C@@H](OC2=C3C=CC(C)(C)OC3=C1)C4=CC=CC=C4	336.4	(2R)-5-methoxy-8,8-dimethyl-2-phenyl-2,3-dihydropyrano[2,3-h]chromen-4-one	3.8	336.136		NCGC00169744-02	10	5	C	03P	03P_C5
C5	NCGC00180273-02	OC[C@H]1O[C@@H](OC2=C3C(=O)CC(OC3=CC(O)=C2)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O	434.4	7-hydroxy-2-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one	0.0	434.121		NCGC00180273-02	10	5	C	03P	03P_C5
C5	NCGC00180305-02	COC1=C(OC)C=C2C(OC[C@@H]3OC4=C(C=CC5=C4C[C@H](O5)C(C)=C)C(=O)[C@]23O)=C1	410.4		3.3	410.137		NCGC00180305-02	10	5	C	03P	03P_C5
